Source;Target;Weight
Steven J. Phillips;Rajeev Motwani;0.333300
Steven J. Phillips;Daphne Koller;0.666600
Steven J. Phillips;Prabhakar Raghavan;0.666600
Steven J. Phillips;David R. Karger;1.333200
Steven J. Phillips;Anna R. Karlin;0.666600
Björn Niehaves;Jörg Becker;11.845900
Björn Niehaves;Andreas Krause;0.666600
Kevin D. Wayne;Lisa Fleischer;1.000000
Kevin D. Wayne;Éva Tardos;1.000000
Dilsun Kirli Kaynar;Olivier Pereira;0.442800
Dilsun Kirli Kaynar;Ling Cheung;0.442800
Dilsun Kirli Kaynar;Roberto Segala;0.309400
Dilsun Kirli Kaynar;Anupam Datta;1.235500
Dilsun Kirli Kaynar;Nancy A. Lynch;1.976000
Dilsun Kirli Kaynar;Ran Canetti;0.442800
Mark Green;Ajit Singh;0.666600
Mark Green;Jonathan Schaeffer;0.999900
Michael Ben-Or;Ziv Bar-Joseph;1.000000
Michael Ben-Or;Ronald L. Rivest;0.333200
Michael Ben-Or;Danny Dolev;2.999700
Michael Ben-Or;Don Coppersmith;0.499800
Michael Ben-Or;Dana Ron;1.000000
Michael Ben-Or;Joe Kilian;0.380800
Michael Ben-Or;Amotz Bar-Noy;0.666600
Michael Ben-Or;Miklós Ajtai;1.000000
Michael Ben-Or;Oded Goldreich;0.714100
Michael Ben-Or;Michael Luby;0.499800
Michael Ben-Or;Ronitt Rubinfeld;0.499800
Michael Ben-Or;Nathan Linial;1.000000
Michael Ben-Or;Prasoon Tiwari;2.333200
Michael Ben-Or;Ran Canetti;0.333300
Michael Ben-Or;Silvio Micali;0.380800
Michael Ben-Or;Ran El-Yaniv;1.000000
Michael Ben-Or;Yonatan Aumann;2.000000
Sangarapillai Lambotharan;Kanapathippillai Cumanan;0.999900
Sangarapillai Lambotharan;Jie Tang;3.499900
Liu Yang;Chunping Li;0.933200
Liu Yang;Rahul Sukthankar;1.535400
Liu Yang;Avrim Blum;0.666500
Liu Yang;Eric Blais;0.333200
Liu Yang;Jaime G. Carbonell;1.666500
Liu Yang;Maria-Florina Balcan;0.333200
Oren Souroujon;Ran El-Yaniv;2.000000
Richard E. Ladner;Tami Tamir;2.999400
Richard E. Ladner;Alan L. Selman;0.666600
Richard E. Ladner;Larry J. Stockmeyer;0.999900
Richard E. Ladner;Paul Beame;0.333300
Richard E. Ladner;Nicholas J. A. Harvey;0.333200
Richard E. Ladner;Mihalis Yannakakis;0.333300
Richard E. Ladner;Amotz Bar-Noy;8.666000
Richard E. Ladner;Richard J. Anderson;0.333200
Richard E. Ladner;Michael J. Fischer;3.000000
Richard E. Ladner;Soma Chaudhuri;1.000000
Richard E. Ladner;Howard J. Karloff;0.333200
Richard E. Ladner;Sampath Kannan;0.333200
Richard E. Ladner;Richard J. Lipton;0.999900
Richard E. Ladner;Nancy A. Lynch;1.666600
Shuheng Zhou;Satish Rao;2.166600
Shuheng Zhou;Larry A. Wasserman;1.999800
Shuheng Zhou;Katrina Ligett;0.333300
Anila Gupta;Amit Kumar;0.666600
Anila Gupta;Amarpreet Kaur;0.666600
Eran Aharonson;Hagit Attiya;2.000000
Rinat Rappoport;Hagit Attiya;2.000000
Shivakumar Vaithyanathan;Lillian Lee;0.333300
Shivakumar Vaithyanathan;Byron Dom;5.333300
Shivakumar Vaithyanathan;T. S. Jayram;0.733200
Shivakumar Vaithyanathan;Bo Pang;0.333300
Shivakumar Vaithyanathan;Raghu Ramakrishnan;0.799900
Pranjal Awasthi;Marco Molinaro;0.666400
Pranjal Awasthi;Sofya Raskhodnikova;0.666400
Pranjal Awasthi;Avrim Blum;1.766400
Pranjal Awasthi;Varun Kanade;1.000000
Pranjal Awasthi;Jamie Morgenstern;0.333200
Pranjal Awasthi;Tuomas Sandholm;1.000000
Pranjal Awasthi;Or Sheffet;3.766400
Ron Bekkerman;Yoad Winter;0.333200
Ron Bekkerman;Andrew McCallum;1.666600
Ron Bekkerman;Naftali Tishby;0.333200
Ron Bekkerman;Ran El-Yaniv;0.666500
N. Sukavanam;Amit Kumar;0.333300
N. Sukavanam;Pushparaj Mani Pathak;0.333300
Taly Djerassi-Shintel;Hagit Attiya;2.000000
Alexander A. Shvartsman;Nir Shavit;0.333200
Alexander A. Shvartsman;Nancy A. Lynch;5.866000
Alexander A. Shvartsman;Alan Fekete;1.199800
Alexander A. Shvartsman;Dan Touitou;0.333200
Alexander A. Shvartsman;Roberto De Prisco;0.999800
Alexander A. Shvartsman;Vincent Gramoli;0.533300
Alexander A. Shvartsman;Idit Keidar;0.333200
Alexander A. Shvartsman;Roger Khazan;0.333200
Alexander A. Shvartsman;Seth Gilbert;1.399800
Alexander A. Shvartsman;Shlomi Dolev;0.902200
Alexander A. Shvartsman;Ion I. Mandoiu;0.999600
Alexander A. Shvartsman;Alexander Russell;7.349100
Alexander A. Shvartsman;Jennifer L. Welch;0.533200
Alexander A. Shvartsman;Paris C. Kanellakis;4.166500
Alexander A. Shvartsman;Roberto Segala;0.666600
Alexander A. Shvartsman;Chryssis Georgiou;9.801400
Arnab Bhattacharyya;David P. Woodruff;0.833000
Arnab Bhattacharyya;Asaf Shapira;1.666300
Arnab Bhattacharyya;Ning Xie;3.332800
Arnab Bhattacharyya;Sanjeev Arora;0.499800
Arnab Bhattacharyya;Bernard Chazelle;0.333200
Arnab Bhattacharyya;Ronitt Rubinfeld;0.333200
Arnab Bhattacharyya;Elena Grigorescu;2.665900
Arnab Bhattacharyya;Grant Schoenebeck;0.400000
Arnab Bhattacharyya;Rajsekar Manokaran;0.499800
Arnab Bhattacharyya;Bernhard Haeupler;1.000000
Arnab Bhattacharyya;Madhu Sudan;1.233000
Arnab Bhattacharyya;Kyomin Jung;0.533200
Arnab Bhattacharyya;Eldar Fischer;1.199800
Arnab Bhattacharyya;Sofya Raskhodnikova;0.866400
Arnab Bhattacharyya;Huy L. Nguyen;0.333200
Arnab Bhattacharyya;Paul Valiant;0.333200
Liuba Shrira;Alan Fekete;0.333300
Liuba Shrira;Oded Goldreich;3.000000
Liuba Shrira;Douglas B. Terry;0.333300
Liuba Shrira;Nancy A. Lynch;0.333300
Harald Räcke;Shuchi Chawla;0.666600
Harald Räcke;Tom Leighton;0.499800
Harald Räcke;Anupam Gupta;1.514000
Harald Räcke;Kedar Dhamdhere;0.380900
Harald Räcke;Mohammad Taghi Hajiaghayi;1.999700
Harald Räcke;Robert D. Kleinberg;0.499800
G. Turpin;Amos Fiat;0.333200
G. Turpin;Richard M. Karp;0.333200
G. Turpin;Ran El-Yaniv;0.333200
Xiaolin Shi;Daniel A. McFarland;0.766600
Xiaolin Shi;Lada A. Adamic;1.499800
Xiaolin Shi;Jure Leskovec;0.766600
Tim Teitelbaum;Susan Horwitz;1.333300
Tim Teitelbaum;Thomas W. Reps;3.966200
Tim Teitelbaum;Alan J. Demers;0.999900
Monika Rauch Henzinger;Éva Tardos;0.333200
Monika Rauch Henzinger;David P. Williamson;1.000000
Monika Rauch Henzinger;Andrei Z. Broder;1.599800
Monika Rauch Henzinger;Stefano Leonardi;2.000000
Monika Rauch Henzinger;Satish Rao;0.999800
Monika Rauch Henzinger;Mikkel Thorup;2.000000
Monika Rauch Henzinger;Serge A. Plotkin;0.999800
Monika Rauch Henzinger;Philip N. Klein;0.333200
Monika Rauch Henzinger;Harold N. Gabow;0.666600
Monika Rauch Henzinger;Rajeev Motwani;0.666600
Monika Rauch Henzinger;Michael Mitzenmacher;0.333200
Monika Rauch Henzinger;Ashish Goel;0.999800
Stanislav Funiak;Mark A. Paskin;0.333200
Stanislav Funiak;Carlos Guestrin;0.333200
Stanislav Funiak;Rahul Sukthankar;0.333200
Tanya Y. Berger-Wolf;Jared Saia;1.499900
Tanya Y. Berger-Wolf;Mona Singh;0.499900
Tanya Y. Berger-Wolf;Chayant Tantipathananandh;2.533300
Tanya Y. Berger-Wolf;David Kempe;0.333300
Amir Herzberg;Baruch Awerbuch;0.333300
Amir Herzberg;Yishay Mansour;0.333300
Amir Herzberg;Michael Luby;1.000000
Amir Herzberg;Amotz Bar-Noy;0.333300
Amir Herzberg;Oded Goldreich;0.666600
Amir Herzberg;Idit Keidar;1.199900
Amir Herzberg;Sergio Rajsbaum;0.666600
Amir Herzberg;Ran Canetti;1.666600
Amir Herzberg;Hagit Attiya;0.666600
Yan Chen;Han Hee Song;0.333200
Yan Chen;Randy H. Katz;1.799700
Yan Chen;Yao Zhao;3.914000
Yan Chen;David Bindel;1.766400
Alan L. Selman;Richard E. Ladner;0.666600
Alan L. Selman;Nancy A. Lynch;0.666600
Alan L. Selman;Lance Fortnow;0.666600
Alex Beutel;Roni Rosenfeld;0.333200
Alex Beutel;Evangelos E. Papalexakis;0.333300
Alex Beutel;Christos Faloutsos;0.333200
Alex Beutel;Pankaj K. Agarwal;0.333300
Alex Beutel;B. Aditya Prakash;0.333200
Mohammad Towhidul Islam;Xuemin Shen;0.666400
Mohammad Towhidul Islam;Mohammad Mursalin Akon;0.666400
Mohammad Towhidul Islam;Ajit Singh;0.499800
Georgios Kouroupas;Martha Sideri;0.333200
Georgios Kouroupas;Elias Koutsoupias;0.333200
Georgios Kouroupas;Christos H. Papadimitriou;0.333200
Charles U. Martel;Dan Gusfield;4.999900
Charles U. Martel;Paul F. Stelling;0.333200
Charles U. Martel;Van Nguyen;3.000000
Charles U. Martel;R. Ravi;0.333200
Charles U. Martel;Vojin G. Oklobdzija;0.333200
Victor W. Sue;Daniel P. Huttenlocher;1.000000
Carlos Guestrin;Eric Krotkov;0.333300
Carlos Guestrin;Michail G. Lagoudakis;0.333300
Carlos Guestrin;Rahul Sukthankar;0.333200
Carlos Guestrin;Daphne Koller;1.999600
Carlos Guestrin;Wei Hong;0.466600
Carlos Guestrin;Dirk Ormoneit;2.000000
Carlos Guestrin;Yisong Yue;1.333300
Carlos Guestrin;Jean-Claude Latombe;0.314200
Carlos Guestrin;Amol Deshpande;1.033200
Carlos Guestrin;Mehmet Serkan Apaydin;0.314200
Carlos Guestrin;Purnamrita Sarkar;0.333300
Carlos Guestrin;David R. O'Hallaron;0.333200
Carlos Guestrin;Emily B. Fox;0.333300
Carlos Guestrin;Dale Schuurmans;0.433300
Carlos Guestrin;Jim McFadden;0.333300
Carlos Guestrin;Relu Patrascu;0.433300
Carlos Guestrin;Alexandra Meliou;1.266500
Carlos Guestrin;Danny Bickson;2.566400
Carlos Guestrin;Geoffrey J. Gordon;2.000000
Carlos Guestrin;Joseph Gonzalez;1.199500
Carlos Guestrin;Anton Chechetka;3.000000
Carlos Guestrin;Andreas Krause;10.532700
Carlos Guestrin;Dafna Shahaf;4.833200
Carlos Guestrin;Joseph M. Hellerstein;1.732900
Carlos Guestrin;Leonidas J. Guibas;0.833200
Carlos Guestrin;Aapo Kyrola;0.366400
Carlos Guestrin;Milos Hauskrecht;1.333200
Carlos Guestrin;Shobha Venkataraman;0.499900
Carlos Guestrin;Arthur Gretton;0.699900
Carlos Guestrin;Yucheng Low;1.399500
Carlos Guestrin;Jon M. Kleinberg;0.333200
Carlos Guestrin;Jonathan Huang;4.833100
Carlos Guestrin;Ram Rajagopal;0.333200
Carlos Guestrin;Sue Ann Hong;0.333300
Carlos Guestrin;Branislav Kveton;1.333200
Carlos Guestrin;Marcelo Godoy Simões;0.333300
Carlos Guestrin;Ashish Kapoor;0.999900
Carlos Guestrin;Ronald Parr;1.333100
Carlos Guestrin;Khalid El-Arini;1.499900
Carlos Guestrin;Joseph K. Bradley;2.000000
Carlos Guestrin;Le Song;0.533300
Carlos Guestrin;Mark A. Paskin;2.766500
Carlos Guestrin;Fabio Gagliardi Cozman;0.666600
Carlos Guestrin;Douglas L. Brutlag;0.314200
Carlos Guestrin;Ajit Paul Singh;0.666600
Carlos Guestrin;Anupam Gupta;0.833000
Carlos Guestrin;Samuel Madden;1.133200
Carlos Guestrin;Benjamin Taskar;0.499900
Carlos Guestrin;Stanislav Funiak;0.333200
Carlos Guestrin;Jure Leskovec;0.733200
Carlos Guestrin;Eric Horvitz;0.702300
Elaine P. M. de Sousa;Caetano Traina Jr.;0.866400
Elaine P. M. de Sousa;Christos Faloutsos;0.433200
Elaine P. M. de Sousa;Agma J. M. Traina;0.933000
James Cook;Luca Trevisan;0.333200
James Cook;Atish Das Sarma;0.333200
James Cook;Andrew Tomkins;0.333200
James Cook;Alex Fabrikant;0.333200
Lisa Hellerstein;Amol Deshpande;2.333200
Lisa Hellerstein;Marek Karpinski;1.499900
Lisa Hellerstein;Avrim Blum;0.666600
Lisa Hellerstein;Nick Littlestone;0.666600
Lisa Hellerstein;Philip N. Klein;0.333300
Lisa Hellerstein;Rocco A. Servedio;1.333200
Elena Grigorescu;Irit Dinur;0.333200
Elena Grigorescu;Santosh Vempala;0.599900
Elena Grigorescu;Madhu Sudan;2.199700
Elena Grigorescu;Asaf Shapira;1.666300
Elena Grigorescu;Kyomin Jung;0.866500
Elena Grigorescu;Arnab Bhattacharyya;2.665900
Elena Grigorescu;Sofya Raskhodnikova;0.666400
Elena Grigorescu;Ronitt Rubinfeld;0.333300
Elena Grigorescu;Ning Xie;0.333200
Elena Grigorescu;David P. Woodruff;0.666400
Leonid Chindelevitch;Michael Schnall-Levin;0.333300
Leonid Chindelevitch;Chung-Shou Liao;0.333300
Leonid Chindelevitch;Aviv Regev;0.333300
Leonid Chindelevitch;Bonnie Berger;1.099900
Stephen J. Garland;James B. Saxe;0.499800
Stephen J. Garland;Nancy A. Lynch;0.899900
Stephen J. Garland;Andrej Bogdanov;0.333300
Yoshiko Wakabayashi;Prabhakar Raghavan;0.333200
Yoshiko Wakabayashi;Flávio Keidi Miyazawa;8.666400
Yoshiko Wakabayashi;José R. Correa;0.666600
Yoshiko Wakabayashi;Yoshiharu Kohayakawa;0.333200
Kevin S. McCurley;Andrew Tomkins;1.466500
Kevin S. McCurley;Soumen Chakrabarti;0.333300
Kevin S. McCurley;Christos Faloutsos;0.333300
Kevin S. McCurley;David Gibson;0.333300
Wojciech Szpankowski;Alan M. Frieze;2.000000
Wojciech Szpankowski;Svante Janson;3.999900
Wojciech Szpankowski;Tomasz Luczak;3.000000
Wojciech Szpankowski;Gopal Pandurangan;1.000000
Igor Zingman;Ron Meir;0.333300
Igor Zingman;Ran El-Yaniv;0.333300
Hugh Darwen;C. J. Date;2.333300
Hugh Darwen;Ronald Fagin;0.333300
Vahab S. Mirrokni;Marina Thottan;0.766400
Vahab S. Mirrokni;Magnús M. Halldórsson;0.333200
Vahab S. Mirrokni;Lisa Fleischer;0.333200
Vahab S. Mirrokni;Mohammad Mahdian;2.333000
Vahab S. Mirrokni;Paul W. Goldberg;0.500000
Vahab S. Mirrokni;Adrian Vetta;1.999900
Vahab S. Mirrokni;Bernhard Haeupler;0.333300
Vahab S. Mirrokni;Jason D. Hartline;0.333300
Vahab S. Mirrokni;S. Muthukrishnan;2.133000
Vahab S. Mirrokni;Joan Feigenbaum;0.333200
Vahab S. Mirrokni;Jennifer T. Chayes;0.482900
Vahab S. Mirrokni;Morteza Zadimoghaddam;0.999800
Vahab S. Mirrokni;Mohammad Taghi Hajiaghayi;1.768600
Vahab S. Mirrokni;Rahul Sami;0.333200
Vahab S. Mirrokni;Shang-Hua Teng;0.580600
Vahab S. Mirrokni;Nicole Immorlica;4.427500
Vahab S. Mirrokni;Kamal Jain;0.614100
Vahab S. Mirrokni;David R. Karger;0.499800
Vahab S. Mirrokni;Uriel Feige;1.202100
Vahab S. Mirrokni;Jan Vondrák;0.999900
Vahab S. Mirrokni;Christian Borgs;0.482900
Vahab S. Mirrokni;Michel X. Goemans;1.166300
Vahab S. Mirrokni;Joseph Y. Halpern;0.333200
Vahab S. Mirrokni;Yossi Azar;0.433300
Vahab S. Mirrokni;Viswanath Nagarajan;0.499800
Vahab S. Mirrokni;Renato Paes Leme;0.999900
Vahab S. Mirrokni;Martin Hoefer;0.333200
Vahab S. Mirrokni;Eyal Even-Dar;1.200000
Vahab S. Mirrokni;Michael Schapira;0.333300
Vahab S. Mirrokni;George Christodoulou 0001;0.666600
Vahab S. Mirrokni;Maxim Sviridenko;0.833000
Eugene W. Stark;Nancy A. Lynch;1.200000
Eugene W. Stark;Prakash Panangaden;1.333300
Dan Cosley;Justin Cheng;1.000000
Nick Roussopoulos;Yannis Kotidis;7.166200
Nick Roussopoulos;Timos K. Sellis;3.332900
Nick Roussopoulos;Alexandros Labrinidis;7.266600
Nick Roussopoulos;Minos N. Garofalakis;0.666600
Nick Roussopoulos;Raymond T. Ng;0.333300
Nick Roussopoulos;Antonio Alfredo Ferreira Loureiro;0.300000
Nick Roussopoulos;Christos Faloutsos;1.666400
Nick Roussopoulos;Leo Mark;7.666300
Stefano Leonardi;Luigi Laura;0.333200
Stefano Leonardi;Baruch Awerbuch;0.533200
Stefano Leonardi;Lisa Fleischer;0.333200
Stefano Leonardi;Piotr Sankowski;2.232800
Stefano Leonardi;Naveen Garg;0.833200
Stefano Leonardi;Kirk Pruhs;0.666400
Stefano Leonardi;Giuseppe F. Italiano;0.333300
Stefano Leonardi;S. Muthukrishnan;0.761800
Stefano Leonardi;Tim Roughgarden;1.333300
Stefano Leonardi;Amos Fiat;1.499600
Stefano Leonardi;Fabrizio Grandoni;0.799600
Stefano Leonardi;Carlos Castillo;0.547600
Stefano Leonardi;Joseph Naor;0.333200
Stefano Leonardi;Jochen Könemann;1.766100
Stefano Leonardi;Aris Anagnostopoulos;0.633200
Stefano Leonardi;Yair Bartal;3.166400
Stefano Leonardi;Yossi Azar;0.666400
Stefano Leonardi;Panayiotis Tsaparas;0.833200
Stefano Leonardi;Dimitris Achlioptas;1.000000
Stefano Leonardi;Martin Pál;0.333200
Stefano Leonardi;Jared Saia;0.333200
Stefano Leonardi;Anupam Gupta;0.499800
Stefano Leonardi;Guido Schäfer;3.899600
Stefano Leonardi;Elias Koutsoupias;0.333300
Stefano Leonardi;Monika Rauch Henzinger;2.000000
Moses Charikar;Balaji Raghavachari;1.666600
Moses Charikar;Baruch Schieber;0.666600
Moses Charikar;David B. Shmoys;0.333200
Moses Charikar;Prabhakar Raghavan;0.399800
Moses Charikar;Alan M. Frieze;0.333200
Moses Charikar;Amit Sahai;0.449700
Moses Charikar;Andrei Z. Broder;0.999800
Moses Charikar;Tom Leighton;0.333200
Moses Charikar;Ravi Kumar;0.333200
Moses Charikar;Sridhar Rajagopalan;0.333200
Moses Charikar;Howard J. Karloff;1.433200
Moses Charikar;Joseph Naor;0.933200
Moses Charikar;Rajsekar Manokaran;0.533200
Moses Charikar;Marek Karpinski;0.999900
Moses Charikar;Michel X. Goemans;0.666600
Moses Charikar;Rina Panigrahy;2.749900
Moses Charikar;Piotr Indyk;0.999900
Moses Charikar;Sudipto Guha;2.695000
Moses Charikar;Rajeev Motwani;0.999700
Moses Charikar;Michael Mitzenmacher;1.666400
Moses Charikar;MohammadTaghi Hajiaghayi;0.666600
Moses Charikar;Ankur Moitra;0.333200
Moses Charikar;Noga Alon;0.333300
Moses Charikar;Yair Bartal;0.999900
Moses Charikar;Martin Pál;0.333300
Moses Charikar;Éva Tardos;0.333200
Moses Charikar;Chandra Chekuri;1.028300
Moses Charikar;Ashish Goel;0.361800
Volker Priebe;Kurt Mehlhorn;2.499800
Volker Priebe;Alan M. Frieze;0.333200
Volker Priebe;Colin Cooper;0.333200
Ashwin Machanavajjhala;Raghu Ramakrishnan;0.333300
Ashwin Machanavajjhala;Atish Das Sarma;0.666600
Ashwin Machanavajjhala;George Varghese;0.333300
Ashwin Machanavajjhala;Bo Pang;0.666600
Ashwin Machanavajjhala;Nilesh N. Dalvi;1.166500
Ashwin Machanavajjhala;Amol Deshpande;0.333300
Ashwin Machanavajjhala;Johannes Gehrke;2.766400
Niv Buchbinder;Noga Alon;0.400000
Niv Buchbinder;Baruch Awerbuch;0.400000
Niv Buchbinder;Joseph Naor;10.365900
Niv Buchbinder;Kamal Jain;1.666500
Niv Buchbinder;Mohit Singh;1.333100
Niv Buchbinder;Nikhil Bansal;2.333000
Niv Buchbinder;R. Ravi;0.333200
Niv Buchbinder;Yossi Azar;0.733300
Faith Ellen;Danny Hendler;0.333300
Faith Ellen;Nir Shavit;0.333300
Faith Ellen;Philipp Woelfel;0.999900
Faith Ellen;Eric Ruppert;1.166500
Faith Ellen;James Aspnes;1.166600
Faith Ellen;Panagiota Fatourou;2.266400
Faith Ellen;Hagit Attiya;1.166500
Faith Ellen;Jennifer L. Welch;0.333300
Michael J. Brzozowski;Daniel M. Romero;1.000000
Dimitris Papadias;Bernhard Seeger;0.599800
Dimitris Papadias;Timos K. Sellis;3.666500
Dimitris Papadias;Spiros Papadimitriou;0.666600
Dimitris Papadias;Christos H. Papadimitriou;0.333300
Dimitris Papadias;Yufei Tao;15.531600
Dimitris Papadias;Christos Faloutsos;1.166500
Dimitris Papadias;Jimeng Sun;1.399700
Dimitris Papadias;Michelangelo Grigni;0.333300
Takao Asano;David P. Williamson;2.000000
Takao Asano;Hiroshi Imai;4.866600
Alexandre V. Evfimievski;Ronald Fagin;0.666600
Alexandre V. Evfimievski;David P. Woodruff;0.666600
Alexandre V. Evfimievski;Rakesh Agrawal;0.833100
Alexandre V. Evfimievski;Johannes Gehrke;0.666500
Pieter Abbeel;Daphne Koller;2.033100
Pieter Abbeel;Jie Tang;1.433200
Pieter Abbeel;Arjun Singh;0.433200
Pieter Abbeel;Benjamin Taskar;0.499900
Srikanth Sastry;Alejandro Cornejo;0.333300
Srikanth Sastry;Mohsen Ghaffari;0.666600
Srikanth Sastry;Tsvetomira Radeva;0.499900
Srikanth Sastry;Nancy A. Lynch;1.333200
Srikanth Sastry;Jennifer L. Welch;2.833000
Fabián A. Chudak;Tim Roughgarden;0.666600
Fabián A. Chudak;David P. Williamson;2.666600
Fabián A. Chudak;Francisco Barahona;1.000000
Fabián A. Chudak;David B. Shmoys;4.000000
Wenbin Tang;Chenhao Tan;0.399900
Wenbin Tang;Honglei Zhuang;0.399900
Wenbin Tang;Jie Tang;0.899800
Johan Ugander;Lars Backstrom;1.366600
Johan Ugander;Chenhao Tan;0.333300
Johan Ugander;Daniel M. Romero;0.333300
Azarakhsh Malekian;Aravind Srinivasan;0.333300
Azarakhsh Malekian;Robert Kleinberg;0.333300
Azarakhsh Malekian;Hu Fu;0.300000
Azarakhsh Malekian;Kamal Jain;0.666600
Azarakhsh Malekian;Amol Deshpande;0.333200
Azarakhsh Malekian;Shuchi Chawla;0.666600
Azarakhsh Malekian;Ravi Kumar;0.333200
Azarakhsh Malekian;Jason D. Hartline;0.633300
Steven Rudich;Shlomo Moran;0.333200
Steven Rudich;Avrim Blum;2.066600
Steven Rudich;Moni Naor;0.799800
Steven Rudich;James Aspnes;0.333200
Steven Rudich;Sampath Kannan;0.666600
Steven Rudich;Michael E. Saks;0.666600
Steven Rudich;Merrick L. Furst;0.399800
Steven Rudich;Gadi Taubenfeld;0.333200
Steven Rudich;Michael J. Fischer;0.333200
Pat Langley;Tom M. Mitchell;0.333300
Pat Langley;Kevin Knight;0.333300
Pat Langley;Avrim Blum;1.000000
Pat Langley;Padhraic Smyth;0.333300
George Pierrakos;Ilias Diakonikolas;0.333200
George Pierrakos;Christos H. Papadimitriou;2.433200
George Pierrakos;Elias Koutsoupias;1.000000
George Pierrakos;Constantinos Daskalakis;1.100000
George Pierrakos;Yaron Singer;0.333200
Nitin Gupta 0003;Walker M. White;0.333200
Nitin Gupta 0003;Johannes Gehrke;1.161500
Nitin Gupta 0003;Alan J. Demers;0.814100
Nitin Gupta 0003;Christoph Koch;0.447400
Samuel Madden;Amol Deshpande;2.068900
Samuel Madden;Carlos Guestrin;1.133200
Samuel Madden;Ramesh Govindan;0.333300
Samuel Madden;Wei Hong;2.466300
Samuel Madden;Joseph M. Hellerstein;3.068500
Samuel Madden;David R. Karger;0.766400
Samuel Madden;Hari Balakrishnan;2.361100
Samuel Madden;Johannes Gehrke;2.000000
Christine Chung;Evangelia Pyrga;1.100000
Christine Chung;Aaron Roth;0.499800
Christine Chung;Katrina Ligett;0.599800
Christine Chung;Barbara M. Anthony;1.166600
Christine Chung;Kirk Pruhs;0.928300
Abhirup Chakraborty;Ajit Singh;6.000000
Sebastian Thrun;Martial Hebert;0.433300
Sebastian Thrun;Daphne Koller;1.232800
Sebastian Thrun;Tom M. Mitchell;5.499800
Sebastian Thrun;John Langford;0.666600
Sebastian Thrun;Andrew McCallum;0.333200
Sebastian Thrun;Geoffrey J. Gordon;6.599200
Sebastian Thrun;Dimitris Margaritis;3.499900
Sebastian Thrun;Leonidas J. Guibas;0.666500
Sebastian Thrun;Steven M. Seitz;0.499800
Sebastian Thrun;Christos Faloutsos;0.499900
James R. Davis;Daniel P. Huttenlocher;1.000000
Robert West;Jure Leskovec;2.000000
Robert West;Carlos Castillo;0.333300
Inge Li Gørtz;Marco Molinaro;0.333200
Inge Li Gørtz;Viswanath Nagarajan;3.666400
Inge Li Gørtz;R. Ravi;0.999800
Zi Li;Jie Tang;0.333300
Zi Li;Yong Liang 0003;0.333300
Eldar Fischer;Asaf Shapira;0.999800
Eldar Fischer;Michael Krivelevich;0.333200
Eldar Fischer;Noga Alon;2.333000
Eldar Fischer;Irit Dinur;0.300000
Eldar Fischer;Ronitt Rubinfeld;0.466400
Eldar Fischer;Shmuel Safra;0.500000
Eldar Fischer;Arnab Bhattacharyya;1.199800
Eldar Fischer;Lance Fortnow;3.066600
Eldar Fischer;Paul Valiant;0.333200
Yong Yao;Niki Trigoni;0.400000
Yong Yao;Rajmohan Rajaraman;0.500000
Yong Yao;Johannes Gehrke;2.666600
Yong Yao;Alan J. Demers;0.500000
Jimeng Sun;U. Kang;0.699900
Jimeng Sun;Sen Wu;0.499900
Jimeng Sun;Deepayan Chakrabarti;0.333200
Jimeng Sun;Philip S. Yu;1.199800
Jimeng Sun;Hui Zhang;0.333200
Jimeng Sun;Huiming Qu;0.666500
Jimeng Sun;Jie Tang;2.247300
Jimeng Sun;Evan Hoke;0.733300
Jimeng Sun;Yufei Tao;1.399700
Jimeng Sun;Yinglian Xie;0.333200
Jimeng Sun;Dacheng Tao;0.528500
Jimeng Sun;Tamara G. Kolda;1.333300
Jimeng Sun;Dimitris Papadias;1.399700
Jimeng Sun;Christos Faloutsos;3.894600
Jimeng Sun;Spiros Papadimitriou;3.599500
Jimeng Sun;Chi Wang;0.333200
Jimeng Sun;Hanghang Tong;0.966500
Onkar Bhardwaj;Martin Hoefer;0.333300
Onkar Bhardwaj;Elliot Anshelevich;0.333300
Junghoo Cho;Andrew Tomkins;1.000000
Junghoo Cho;Sridhar Rajagopalan;1.000000
Junghoo Cho;Hector Garcia-Molina;7.580700
Nathan Srebro;Shai Ben-David;1.166600
Nathan Srebro;Noga Alon;0.333300
Nathan Srebro;Gregory Shakhnarovich;0.333300
Nathan Srebro;Sivan Sabato;1.099900
Nathan Srebro;Avrim Blum;0.666600
Nathan Srebro;Naftali Tishby;0.999900
Nathan Srebro;David R. Karger;1.000000
Nathan Srebro;Maria-Florina Balcan;0.666600
Talal Shamoon;Frank Thomson Leighton;0.333200
Talal Shamoon;Joe Kilian;0.499800
Talal Shamoon;Ingemar J. Cox;0.499800
Michael Spann;Sandra I. Woolley;0.333300
Michael Spann;David Gibson;2.333300
Keren Censor-Hillel;Muriel Médard;0.333200
Keren Censor-Hillel;Nancy A. Lynch;0.433200
Keren Censor-Hillel;Hadas Shachnai;3.000000
Keren Censor-Hillel;James Aspnes;0.766500
Keren Censor-Hillel;Bernhard Haeupler;0.666400
Keren Censor-Hillel;Hagit Attiya;1.666500
Shimon Ullman;Daniel P. Huttenlocher;1.000000
Tom M. Mitchell;Sebastian Thrun;5.499800
Tom M. Mitchell;Andrew McCallum;0.595000
Tom M. Mitchell;Jaime G. Carbonell;0.333300
Tom M. Mitchell;Avrim Blum;1.000000
